NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,ROMol
0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,TOX3892,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,<rdkit.Chem.rdchem.Mol object at 0x71c2951a5ee0>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX106,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,<rdkit.Chem.rdchem.Mol object at 0x71c2951a1d90>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4691,CCCCOCC1CO1,<rdkit.Chem.rdchem.Mol object at 0x71c2951a1070>
0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,TOX14214,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x71c2951a09e0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2014,COc1ccc(OC)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951919a0>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX3736,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x71c29518e340>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3031,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,<rdkit.Chem.rdchem.Mol object at 0x71c29518a5e0>
0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,TOX26653,CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x71c295169310>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1356,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,<rdkit.Chem.rdchem.Mol object at 0x71c2951676f0>
0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,TOX380,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,<rdkit.Chem.rdchem.Mol object at 0x71c295159070>
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1657,CC(=O)c1ccc(C(C)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c295149070>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24818,CCCCCCC(CO)CCCC,<rdkit.Chem.rdchem.Mol object at 0x71c295146ea0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28929,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c295129e00>
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5050,NCCNCCN,<rdkit.Chem.rdchem.Mol object at 0x71c2951260a0>
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,TOX5811,CCCCCCCC/C=C\CCCCCCCC(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x71c2951b23b0>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24396,COCCOCCOCCOCCOC,<rdkit.Chem.rdchem.Mol object at 0x71c295164190>
0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1804,CCOC(=O)c1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951db6f0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6905,CCOCCOCCOC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x71c2951d33e0>
1.0,0.0,,,,0.0,0.0,,,,,0.0,TOX25905,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,<rdkit.Chem.rdchem.Mol object at 0x71c295132f80>
0.0,0.0,1.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,TOX137,Nc1ccc(-c2ccc(N)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c29512af80>
1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TOX2377,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@H]2O,<rdkit.Chem.rdchem.Mol object at 0x71c2951f9700>
1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,TOX20747,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x71c2951abb50>
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2405,COc1ccc(C(=O)c2ccccc2)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x71c295177680>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1485,O=C(O)c1cccc(C(=O)O)c1,<rdkit.Chem.rdchem.Mol object at 0x71c29516f450>
,,,,,,,,,0.0,,,TOX26458,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,<rdkit.Chem.rdchem.Mol object at 0x71c295152030>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1863,CCOC(=O)CC(=O)OCC,<rdkit.Chem.rdchem.Mol object at 0x71c2951254d0>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7265,OCCCCCCO,<rdkit.Chem.rdchem.Mol object at 0x71c2951f7bc0>
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,,TOX4911,CCCCC/C=C/C=C/C=O,<rdkit.Chem.rdchem.Mol object at 0x71c2951f58c0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX311,CN(C)C(=O)Nc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951f44a0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22335,CCCCOC(=O)[C@H](C)O,<rdkit.Chem.rdchem.Mol object at 0x71c2951f0430>
0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3214,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x71c2951ee500>
0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,TOX7050,CN(C)C(=S)[S-],<rdkit.Chem.rdchem.Mol object at 0x71c2951ee1f0>
0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX18881,O=S(=O)([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951edf50>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25792,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951ed2a0>
0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX684,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl,<rdkit.Chem.rdchem.Mol object at 0x71c2951ec970>
0.0,0.0,0.0,1.0,,1.0,0.0,,0.0,,,,TOX1301,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x71c2951ec270>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX528,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x71c2951ea810>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX21663,O=C(C=Cc1ccccc1)OCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951e7990>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27574,C=CC(C)(CCC=C(C)C)OC(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x71c2951e73e0>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4952,CCCCNCCCC,<rdkit.Chem.rdchem.Mol object at 0x71c2951e6730>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29320,CCCN1C=CN(C)C1,<rdkit.Chem.rdchem.Mol object at 0x71c2951e6420>
0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,TOX3231,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,<rdkit.Chem.rdchem.Mol object at 0x71c2951e5770>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28185,O=C(Oc1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951e5000>
1.0,1.0,0.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,TOX13512,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x71c2951e4430>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27182,CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x71c2951e36f0>
,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,TOX14091,CCCCC(=O)Cl,<rdkit.Chem.rdchem.Mol object at 0x71c2951e30d0>
0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX275,Nc1ccc(Oc2ccc(Cl)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951e2490>
1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,1.0,TOX274,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x71c2951e2420>
0.0,,,0.0,,,,,1.0,0.0,,,TOX12278,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,<rdkit.Chem.rdchem.Mol object at 0x71c2951e2180>
0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,,0.0,TOX20208,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc([O-])c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,<rdkit.Chem.rdchem.Mol object at 0x71c2951e0ba0>
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX21913,CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,<rdkit.Chem.rdchem.Mol object at 0x71c2951e0740>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX24268,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x71c2951dd4d0>
0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,TOX3463,NC(Cc1ccccc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x71c2951da1f0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9617,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,<rdkit.Chem.rdchem.Mol object at 0x71c2951d8890>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29158,CCCCCCCCCCCCI,<rdkit.Chem.rdchem.Mol object at 0x71c2951d2f10>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX1975,c1ccc(Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951d1e00>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX944,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,<rdkit.Chem.rdchem.Mol object at 0x71c2951d0dd0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28603,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,<rdkit.Chem.rdchem.Mol object at 0x71c2951cfa70>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX10780,Cc1ncc(CO)c(CO)c1O,<rdkit.Chem.rdchem.Mol object at 0x71c2951ce960>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9154,O=C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x71c2951cb140>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5243,CCCCCCCCCCC1CO1,<rdkit.Chem.rdchem.Mol object at 0x71c2951ca110>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX966,O=C(O)c1ccc([N+](=O)[O-])cc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951c8c80>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1419,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x71c2951c5310>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX28819,CNC(C)Cc1ccc2c(c1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x71c2951c4c10>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX4840,[Co+2].c1cc[cH-]c1.c1cc[cH-]c1,<rdkit.Chem.rdchem.Mol object at 0x71c2951c3530>
0.0,0.0,,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,TOX182,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951c29d0>
0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1856,CCCCc1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951be3b0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX24364,BrCCCCBr,<rdkit.Chem.rdchem.Mol object at 0x71c2951b8820>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX5815,Cc1ccccc1C(OCCN(C)C)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951b2500>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1268,CCNc1nc(Cl)nc(NCC)n1,<rdkit.Chem.rdchem.Mol object at 0x71c2951b0cf0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22266,CCCCCSCCCCC,<rdkit.Chem.rdchem.Mol object at 0x71c2951b0190>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX863,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x71c2951ad850>
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX9262,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x71c2951acac0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26215,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,<rdkit.Chem.rdchem.Mol object at 0x71c2951aaa40>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2910,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x71c2951a7920>
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX22583,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,<rdkit.Chem.rdchem.Mol object at 0x71c2951a5a80>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c2951a3d10>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28938,C[N+](C)(C)CCO,<rdkit.Chem.rdchem.Mol object at 0x71c2951a0ba0>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25704,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,<rdkit.Chem.rdchem.Mol object at 0x71c2951a03c0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26397,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,<rdkit.Chem.rdchem.Mol object at 0x71c29519f450>
0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4086,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x71c29519be60>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25094,C1CNCCN1.C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,<rdkit.Chem.rdchem.Mol object at 0x71c295199070>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2489,O=C(O)/C=C/c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x71c295198a50>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25748,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c29518cdd0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX12614,CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x71c295186b90>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX17596,CCNc1nc(NCC)nc(SC)n1,<rdkit.Chem.rdchem.Mol object at 0x71c295185540>
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX3373,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x71c295184510>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX26313,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,<rdkit.Chem.rdchem.Mol object at 0x71c29517d770>
1.0,0.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0,TOX28530,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x71c29517cac0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3437,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,<rdkit.Chem.rdchem.Mol object at 0x71c29517b300>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21675,CC(=O)O[C@@H]1CC2CCC1(C)C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x71c2951793f0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7043,CC(=O)[O-].[K+],<rdkit.Chem.rdchem.Mol object at 0x71c295177ed0>
0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,TOX23881,CN(C)CCCN1c2ccccc2CCc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x71c2951718c0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28833,COc1ccc2c3c1O[C@H]1[C@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,<rdkit.Chem.rdchem.Mol object at 0x71c295168cf0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1969,COc1cc(C=O)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x71c295164dd0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX2588,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x71c295163920>
0.0,0.0,1.0,,,0.0,,1.0,0.0,0.0,0.0,0.0,TOX6124,CN(C)c1ccc(N(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c295162c70>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX24130,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c295162490>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1116,CCOc1ccc(NC(C)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c29515f4c0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3616,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,<rdkit.Chem.rdchem.Mol object at 0x71c29515d1c0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4254,c1ccc2c(c1)ccc1ccccc12,<rdkit.Chem.rdchem.Mol object at 0x71c295159930>
,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX7641,CC(C)OC(=O)CCCCC(=O)OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x71c295155850>
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX1158,NC(=O)c1ccccc1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x71c2951500b0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25166,CCN(CC)CC(=O)Nc1c(C)cccc1C,<rdkit.Chem.rdchem.Mol object at 0x71c29514f140>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2472,CCCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x71c29514d310>
,,,,,,,1.0,,0.0,,,TOX2749,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,<rdkit.Chem.rdchem.Mol object at 0x71c29514b920>
0.0,,,,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,TOX27937,O=C(c1ccc(O)cc1)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c29514b5a0>
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX1219,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,<rdkit.Chem.rdchem.Mol object at 0x71c29514a570>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1216,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x71c29514a420>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24765,CC(=O)OCC=Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x71c295147df0>
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,TOX3742,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,<rdkit.Chem.rdchem.Mol object at 0x71c29513a9d0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24999,CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,<rdkit.Chem.rdchem.Mol object at 0x71c295138f90>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX440,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x71c295132ab0>
1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,TOX28923,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,<rdkit.Chem.rdchem.Mol object at 0x71c295129cb0>
